sex,destcode,origincode,Y1960,Y1970,Y1980,Y1990,Y2000
Female,MDA,NZL,0,0,0,0,0
Female,MDA,NIC,0,0,0,0,0
Female,MDA,NER,0,0,0,0,0
Female,MDA,NGA,0,0,0,0,0
Female,MDA,NIU,0,0,0,0,0
Female,MDA,NFK,0,0,0,0,0
Female,MDA,MNP,0,0,0,0,0
Female,MDA,NOR,0,0,0,0,0
Female,MDA,OMN,0,0,0,0,0
Female,MDA,PAK,0,0,0,0,0
Female,MDA,PLW,0,0,0,0,0
Female,MDA,PAN,0,0,0,0,0
Female,MDA,PNG,0,0,0,0,0
Female,MDA,PRY,0,0,0,0,0
Female,MDA,PER,0,0,0,0,0
Female,MDA,PHL,0,0,0,0,0
Female,MDA,POL,2121,2587,2708,2674,2611
Female,MDA,PRT,0,0,0,0,0
Female,MDA,PRI,0,0,0,0,0
Female,MDA,QAT,0,0,0,0,0
Female,MDA,zzz,NA,NA,NA,NA,NA
Female,MDA,REU,0,0,0,0,0
Female,MDA,ROM,0,0,0,0,0
Female,MDA,RUS,120840,147368,132597,108662,76803
Female,MDA,RWA,0,0,0,0,0
Female,MDA,SHN,0,0,0,0,0
Female,MDA,SPM,0,0,0,0,0
Female,MDA,WSM,0,0,0,0,0
Female,MDA,SMR,0,0,0,0,0
Female,MDA,STP,0,0,0,0,0
Female,MDA,SAU,0,0,0,0,0
Female,MDA,SEN,0,0,0,0,0
Female,MDA,SRB,NA,NA,NA,NA,NA
Female,MDA,SCG,0,0,0,0,0
Female,MDA,SYC,0,0,0,0,0
Female,MDA,SLE,0,0,0,0,0
Female,MDA,SGP,0,0,0,0,0
Female,MDA,SVK,0,0,0,0,0
Female,MDA,SVN,0,0,0,0,0
Female,MDA,SLB,0,0,0,0,0
Female,MDA,SOM,0,0,0,0,0
Female,MDA,ZAF,0,0,0,0,0
Female,MDA,ESP,0,0,0,0,0
Female,MDA,LKA,0,0,0,0,0
Female,MDA,KNA,0,0,0,0,0
Female,MDA,LCA,0,0,0,0,0
Female,MDA,VCT,0,0,0,0,0
Female,MDA,SDN,0,0,0,0,0
Female,MDA,SUR,0,0,0,0,0
Female,MDA,SWZ,0,0,0,0,0
Female,MDA,SWE,0,0,0,0,0
Female,MDA,CHE,0,0,0,0,0
Female,MDA,SYR,0,0,0,0,0
Female,MDA,TWN,0,0,0,0,0
Female,MDA,TJK,559,682,0,0,0
Female,MDA,TZA,0,0,0,0,0
Female,MDA,THA,0,0,0,0,0
Female,MDA,TLS,0,0,0,0,0
Female,MDA,TGO,0,0,0,0,0
Female,MDA,TKL,0,0,0,0,0
Female,MDA,TON,0,0,0,0,0
Female,MDA,TTO,0,0,0,0,0
Female,MDA,TUN,0,0,0,0,0
Female,MDA,TUR,0,0,0,0,0
Female,MDA,TKM,866,1056,0,0,0
Female,MDA,TCA,0,0,0,0,0
Female,MDA,TUV,0,0,0,0,0
Female,MDA,UGA,0,0,0,0,0
Female,MDA,UKR,137117,167219,155523,140512,116729
Female,MDA,ARE,0,0,0,0,0
Female,MDA,GBR,0,0,0,0,0
Female,MDA,USA,0,0,0,0,0
Female,MDA,URY,0,0,0,0,0
Female,MDA,UZB,2577,3143,0,0,0
Female,MDA,VUT,0,0,0,0,0
Female,MDA,VEN,0,0,0,0,0
Female,MDA,VNM,0,0,0,0,0
Female,MDA,VIR,0,0,0,0,0
Female,MDA,VGB,0,0,0,0,0
Female,MDA,WLF,0,0,0,0,0
Female,MDA,PSE,0,0,0,0,0
Female,MDA,YEM,0,0,0,0,0
Female,MDA,ZMB,0,0,0,0,0
Female,MDA,ZWE,0,0,0,0,0
Female,MCO,AFG,4,4,3,0,0
Female,MCO,DZA,487,426,354,194,41
Female,MCO,AUS,42,36,30,6,3
Female,MCO,AUT,35,31,26,31,32
Female,MCO,AZE,0,0,0,0,0
Female,MCO,BLR,1,0,0,0,0
Female,MCO,BLZ,2,2,1,0,0
Female,MCO,BEN,2,2,1,1,0
Female,MCO,ALB,45,40,33,5,4
Female,MCO,ASM,0,0,0,0,0
Female,MCO,AND,0,0,0,0,0
Female,MCO,AGO,54,48,40,5,5
Female,MCO,AIA,0,0,0,0,0
Female,MCO,ATG,0,0,0,0,0
Female,MCO,ARG,25,22,18,9,2
Female,MCO,ARM,4,4,3,0,0
Female,MCO,ABW,0,0,0,0,0
Female,MCO,BHS,0,0,0,0,0
Female,MCO,BHR,0,0,0,0,0
Female,MCO,BGD,33,29,24,1,3
Female,MCO,BRB,7,6,5,0,0
Female,MCO,BEL,75,66,55,180,152
Female,MCO,BMU,0,0,0,0,0
Female,MCO,BTN,0,0,0,0,0
Female,MCO,BOL,2,2,2,0,0
Female,MCO,BIH,52,46,38,11,4
Female,MCO,BWA,0,0,0,0,0
Female,MCO,BRA,22,19,16,3,2
Female,MCO,BRN,0,0,0,0,0
Female,MCO,BGR,11,10,8,1,0
Female,MCO,BFA,1,0,0,1,0
Female,MCO,BDI,0,0,0,0,0
Female,MCO,KHM,11,9,8,0,0
Female,MCO,CMR,6,5,4,4,0
Female,MCO,CAN,45,39,33,10,4
Female,MCO,CPV,14,13,11,1,1
Female,MCO,CYM,0,0,0,0,0
Female,MCO,CAF,1,1,1,2,0
Female,MCO,TCD,0,0,0,0,0
Female,MCO,CHI,NA,NA,NA,NA,NA
Female,MCO,CHL,15,13,11,2,1
Female,MCO,CHN,30,26,22,7,3
Female,MCO,COL,25,22,18,0,2
Female,MCO,COM,2,2,2,0,0
Female,MCO,COD,11,9,8,1,0
Female,MCO,COG,5,5,4,8,0
Female,MCO,COK,0,0,0,0,0
Female,MCO,CRI,1,0,0,0,0
Female,MCO,CIV,6,5,5,2,0
Female,MCO,HRV,11,10,8,2,0
Female,MCO,CUB,17,15,12,1,1
Female,MCO,CYP,41,36,30,5,3
Female,MCO,CZE,310,271,225,14,26
Female,MCO,DNK,38,33,28,13,3
Female,MCO,DJI,0,0,0,0,0
Female,MCO,DMA,0,0,0,0,0
Female,MCO,DOM,10,9,7,0,0
Female,MCO,ECU,25,22,18,0,2
Female,MCO,EGY,21,18,15,68,2
Female,MCO,SLV,2,2,2,0,0
Female,MCO,GNQ,2,1,1,0,0
Female,MCO,ERI,1,0,0,0,0
Female,MCO,EST,21,18,15,1,2
Female,MCO,ETH,6,5,4,0,0
Female,MCO,FRO,4,3,3,0,0
Female,MCO,FLK,0,0,0,0,0
Female,MCO,FJI,0,0,0,0,0
Female,MCO,FIN,111,97,81,6,9
Female,MCO,FRA,4178,4487,4509,4992,5140
Female,MCO,GUF,0,0,0,0,0
Female,MCO,PYF,0,0,0,1,0
Female,MCO,GAB,2,1,1,0,0
Female,MCO,GMB,2,1,1,0,0
Female,MCO,GEO,22,19,16,2,3
Female,MCO,DEU,365,319,265,123,95
Female,MCO,GHA,10,8,7,0,0
Female,MCO,GIB,5,4,3,0,0
Female,MCO,GRC,25,22,18,42,39
Female,MCO,GRL,2,2,2,0,0
Female,MCO,GRD,0,0,0,0,0
Female,MCO,GLP,34,30,25,3,3
Female,MCO,GUM,0,0,0,0,0
Female,MCO,GTM,2,2,1,0,0
Female,MCO,GIN,5,5,4,1,0
Female,MCO,GNB,2,1,1,0,0
Female,MCO,GUY,8,7,5,0,0
Female,MCO,HTI,3,3,2,4,0
Female,MCO,HND,2,1,1,0,0
Female,MCO,HKG,34,30,25,1,3
Female,MCO,HUN,53,46,38,14,4
Female,MCO,ISL,4,4,3,0,0
Female,MCO,IND,191,167,139,10,16
Female,MCO,IDN,57,50,41,2,5
Female,MCO,IRN,34,30,25,4,3
Female,MCO,IRQ,17,15,13,0,1
Female,MCO,IRL,254,222,185,6,21
Female,MCO,IMY,NA,NA,NA,NA,NA
Female,MCO,ISR,7,6,5,2,0
Female,MCO,ITA,333,291,242,2063,2373
Female,MCO,JAM,69,60,50,6,6
Female,MCO,JPN,16,14,11,3,1
Female,MCO,JOR,0,0,0,0,0
Female,MCO,KAZ,7,6,5,0,0
Female,MCO,KEN,44,38,32,4,4
Female,MCO,KIR,0,0,0,0,0
Female,MCO,PRK,0,0,0,0,0
Female,MCO,KOR,9,8,7,1,0
Female,MCO,KSV,NA,NA,NA,NA,NA
Female,MCO,KWT,0,0,0,0,0
Female,MCO,KGZ,0,0,0,0,0
Female,MCO,LAO,9,8,6,0,0
Female,MCO,LVA,19,16,13,2,2
Female,MCO,LBN,16,14,11,6,1
Female,MCO,LSO,0,0,0,0,0
Female,MCO,LBR,0,0,0,0,0
Female,MCO,LBY,2,2,1,0,0
Female,MCO,LIE,0,0,0,0,0
Female,MCO,LTU,39,34,29,4,5
Female,MCO,LUX,4,4,3,6,0
Female,MCO,MAC,0,0,0,0,0
Female,MCO,MKD,4,4,3,0,0
Female,MCO,MDG,15,14,11,9,1
Female,MCO,MWI,3,2,2,0,0
Female,MCO,MYS,19,16,14,0,2
Female,MCO,MDV,0,0,0,0,0
Female,MCO,MLI,7,6,5,0,0
Female,MCO,MLT,13,12,10,1,1
Female,MCO,MHL,0,0,0,0,0
Female,MCO,MTQ,26,23,19,2,2
Female,MCO,MRT,2,2,1,0,0
Female,MCO,MUS,12,10,9,0,0
Female,MCO,MYT,0,0,0,0,0
Female,MCO,MEX,6,5,4,0,0
Female,MCO,FSM,0,0,0,0,0
Female,MCO,MDA,4,3,3,0,0
Female,MCO,MCO,0,0,0,0,0
Female,MCO,MNG,0,0,0,0,0
Female,MCO,MNE,NA,NA,NA,NA,NA
Female,MCO,MSR,0,0,0,0,0
Female,MCO,MAR,249,218,181,98,21
Female,MCO,MOZ,31,27,22,2,3
Female,MCO,MMR,5,4,3,0,0
Female,MCO,NAM,0,0,0,0,0
Female,MCO,NRU,0,0,0,0,0
Female,MCO,NPL,0,0,0,0,0
Female,MCO,NLD,38,33,28,44,41
Female,MCO,ANT,23,20,17,2,2
Female,MCO,NCL,2,1,1,1,0
Female,MCO,NZL,18,16,13,1,1
Female,MCO,NIC,1,1,0,0,0
Female,MCO,NER,0,0,0,1,0
Female,MCO,NGA,27,24,20,3,2
Female,MCO,NIU,0,0,0,0,0
Female,MCO,NFK,0,0,0,0,0
Female,MCO,MNP,0,0,0,0,0
Female,MCO,NOR,34,30,25,1,3
Female,MCO,OMN,0,0,0,0,0
Female,MCO,PAK,104,91,76,4,9
Female,MCO,PLW,0,0,0,0,0
Female,MCO,PAN,1,1,0,0,0
Female,MCO,PNG,0,0,0,0,0
Female,MCO,PRY,0,0,0,0,0
Female,MCO,PER,8,7,6,3,0
Female,MCO,PHL,12,10,9,0,0
Female,MCO,POL,1125,982,817,23,94
Female,MCO,PRT,198,173,144,14,17
Female,MCO,PRI,0,0,0,0,0
Female,MCO,QAT,0,0,0,0,0
Female,MCO,zzz,NA,NA,NA,NA,NA
Female,MCO,REU,18,16,13,0,2
Female,MCO,ROM,174,152,127,19,15
Female,MCO,RUS,306,267,222,30,37
Female,MCO,RWA,0,0,0,0,0
Female,MCO,SHN,0,0,0,0,0
Female,MCO,SPM,0,0,0,0,0
Female,MCO,WSM,0,0,0,0,0
Female,MCO,SMR,0,0,0,0,0
Female,MCO,STP,3,2,2,0,0
Female,MCO,SAU,0,0,0,0,0
Female,MCO,SEN,15,13,11,12,1
Female,MCO,SRB,NA,NA,NA,NA,NA
Female,MCO,SCG,77,67,56,16,6
Female,MCO,SYC,0,0,0,0,0
Female,MCO,SLE,2,2,2,0,0
Female,MCO,SGP,15,13,11,0,1
Female,MCO,SVK,83,72,60,4,7
Female,MCO,SVN,5,4,4,1,0
Female,MCO,SLB,0,0,0,0,0
Female,MCO,SOM,9,8,6,0,0
Female,MCO,ZAF,43,38,32,3,4
Female,MCO,ESP,213,186,155,128,62
Female,MCO,LKA,16,14,12,0,1
Female,MCO,KNA,0,0,0,0,0
Female,MCO,LCA,0,0,0,0,0
Female,MCO,VCT,0,0,0,0,0
Female,MCO,SDN,1,1,0,0,0
Female,MCO,SUR,39,34,29,0,3
Female,MCO,SWZ,0,0,0,0,0
Female,MCO,SWE,37,32,27,29,3
Female,MCO,CHE,44,38,32,88,91
Female,MCO,SYR,8,7,6,2,0
Female,MCO,TWN,0,0,0,0,0
Female,MCO,TJK,0,0,0,0,0
Female,MCO,TZA,9,8,6,0,0
Female,MCO,THA,6,5,4,0,0
Female,MCO,TLS,0,0,0,0,0
Female,MCO,TGO,2,2,1,0,0
Female,MCO,TKL,0,0,0,0,0
Female,MCO,TON,0,0,0,0,0
Female,MCO,TTO,6,6,5,0,0
Female,MCO,TUN,119,104,87,52,10
Female,MCO,TUR,107,94,78,54,9
Female,MCO,TKM,0,0,0,0,0
Female,MCO,TCA,0,0,0,0,0
Female,MCO,TUV,0,0,0,0,0
Female,MCO,UGA,15,13,11,1,1
Female,MCO,UKR,16,14,12,2,2
Female,MCO,ARE,0,0,0,0,0
Female,MCO,GBR,141,124,103,173,260
Female,MCO,USA,115,101,84,75,58
Female,MCO,URY,4,3,3,0,0
Female,MCO,UZB,2,2,1,0,0
Female,MCO,VUT,0,0,0,0,0
Female,MCO,VEN,21,18,15,5,2
Female,MCO,VNM,33,29,24,41,3
Female,MCO,VIR,0,0,0,0,0
Female,MCO,VGB,0,0,0,0,0
Female,MCO,WLF,0,0,0,0,0
Female,MCO,PSE,0,0,0,0,0
Female,MCO,YEM,0,0,0,0,0
Female,MCO,ZMB,4,4,3,0,0
Female,MCO,ZWE,11,9,8,1,0
Female,MNG,AFG,0,0,0,0,0
Female,MNG,DZA,0,0,0,0,0
Female,MNG,AUS,0,0,0,0,0
Female,MNG,AUT,0,0,0,0,0
Female,MNG,AZE,0,0,0,0,0
Female,MNG,BLR,0,0,0,0,0
Female,MNG,BLZ,0,0,0,0,0
Female,MNG,BEN,0,0,0,0,0
Female,MNG,ALB,0,0,0,0,0
Female,MNG,ASM,0,0,0,0,0
Female,MNG,AND,0,0,0,0,0
Female,MNG,AGO,0,0,0,0,0
Female,MNG,AIA,0,0,0,0,0
Female,MNG,ATG,0,0,0,0,0
Female,MNG,ARG,0,0,0,0,0
Female,MNG,ARM,0,0,0,0,0
Female,MNG,ABW,0,0,0,0,0
Female,MNG,BHS,0,0,0,0,0
Female,MNG,BHR,0,0,0,0,0
Female,MNG,BGD,0,0,0,0,0
Female,MNG,BRB,0,0,0,0,0
Female,MNG,BEL,0,0,0,0,0
Female,MNG,BMU,0,0,0,0,0
Female,MNG,BTN,0,0,0,0,0
Female,MNG,BOL,0,0,0,0,0
Female,MNG,BIH,0,0,0,0,0
Female,MNG,BWA,0,0,0,0,0
Female,MNG,BRA,13,9,7,6,5
Female,MNG,BRN,0,0,0,0,0
Female,MNG,BGR,0,0,0,0,0
Female,MNG,BFA,0,0,0,0,0
Female,MNG,BDI,0,0,0,0,0
Female,MNG,KHM,0,0,0,0,0
Female,MNG,CMR,0,0,0,0,0
Female,MNG,CAN,18,13,10,9,7
Female,MNG,CPV,0,0,0,0,0
Female,MNG,CYM,0,0,0,0,0
Female,MNG,CAF,0,0,0,0,0
Female,MNG,TCD,0,0,0,0,0
Female,MNG,CHI,NA,NA,NA,NA,NA
Female,MNG,CHL,0,0,0,0,0
Female,MNG,CHN,1180,883,686,585,465
Female,MNG,COL,0,0,0,0,0
Female,MNG,COM,0,0,0,0,0
Female,MNG,COD,0,0,0,0,0
Female,MNG,COG,0,0,0,0,0
Female,MNG,COK,0,0,0,0,0
Female,MNG,CRI,0,0,0,0,0
Female,MNG,CIV,0,0,0,0,0
Female,MNG,HRV,0,0,0,0,0
Female,MNG,CUB,0,0,0,0,0
Female,MNG,CYP,0,0,0,0,0
Female,MNG,CZE,0,0,0,0,0
Female,MNG,DNK,0,0,0,0,0
Female,MNG,DJI,0,0,0,0,0
Female,MNG,DMA,0,0,0,0,0
Female,MNG,DOM,0,0,0,0,0
Female,MNG,ECU,0,0,0,0,0
Female,MNG,EGY,0,0,0,0,0
Female,MNG,SLV,0,0,0,0,0
Female,MNG,GNQ,0,0,0,0,0
Female,MNG,ERI,0,0,0,0,0
Female,MNG,EST,0,0,0,0,0
Female,MNG,ETH,0,0,0,0,0
Female,MNG,FRO,0,0,0,0,0
Female,MNG,FLK,0,0,0,0,0
Female,MNG,FJI,0,0,0,0,0
Female,MNG,FIN,17,13,10,9,7
Female,MNG,FRA,4,3,2,2,2
Female,MNG,GUF,0,0,0,0,0
Female,MNG,PYF,0,0,0,0,0
Female,MNG,GAB,0,0,0,0,0
Female,MNG,GMB,0,0,0,0,0
Female,MNG,GEO,0,0,0,0,0
Female,MNG,DEU,30,22,17,15,12
Female,MNG,GHA,0,0,0,0,0
Female,MNG,GIB,0,0,0,0,0
Female,MNG,GRC,0,0,0,0,0
Female,MNG,GRL,0,0,0,0,0
Female,MNG,GRD,0,0,0,0,0
Female,MNG,GLP,0,0,0,0,0
Female,MNG,GUM,0,0,0,0,0
Female,MNG,GTM,0,0,0,0,0
Female,MNG,GIN,0,0,0,0,0
Female,MNG,GNB,0,0,0,0,0
Female,MNG,GUY,0,0,0,0,0
Female,MNG,HTI,0,0,0,0,0
Female,MNG,HND,0,0,0,0,0
Female,MNG,HKG,0,0,0,0,0
Female,MNG,HUN,0,0,0,0,0
Female,MNG,ISL,0,0,0,0,0
Female,MNG,IND,14,10,8,7,5
Female,MNG,IDN,8,6,5,4,3
Female,MNG,IRN,0,0,0,0,0
Female,MNG,IRQ,0,0,0,0,0
Female,MNG,IRL,0,0,0,0,0
Female,MNG,IMY,NA,NA,NA,NA,NA
Female,MNG,ISR,0,0,0,0,0
Female,MNG,ITA,0,0,0,0,0
Female,MNG,JAM,0,0,0,0,0
Female,MNG,JPN,79,60,47,40,32
Female,MNG,JOR,0,0,0,0,0
Female,MNG,KAZ,369,280,219,186,149
Female,MNG,KEN,0,0,0,0,0
Female,MNG,KIR,0,0,0,0,0
Female,MNG,PRK,36,27,21,18,14
Female,MNG,KOR,319,241,188,160,127
Female,MNG,KSV,NA,NA,NA,NA,NA
Female,MNG,KWT,0,0,0,0,0
Female,MNG,KGZ,0,0,0,0,0
Female,MNG,LAO,0,0,0,0,0
Female,MNG,LVA,0,0,0,0,0
Female,MNG,LBN,0,0,0,0,0
Female,MNG,LSO,0,0,0,0,0
Female,MNG,LBR,0,0,0,0,0
Female,MNG,LBY,0,0,0,0,0
Female,MNG,LIE,0,0,0,0,0
Female,MNG,LTU,0,0,0,0,0
Female,MNG,LUX,0,0,0,0,0
Female,MNG,MAC,0,0,0,0,0
Female,MNG,MKD,0,0,0,0,0
Female,MNG,MDG,0,0,0,0,0
Female,MNG,MWI,0,0,0,0,0
Female,MNG,MYS,1,0,0,0,0
Female,MNG,MDV,0,0,0,0,0
Female,MNG,MLI,0,0,0,0,0
Female,MNG,MLT,0,0,0,0,0
Female,MNG,MHL,0,0,0,0,0
Female,MNG,MTQ,0,0,0,0,0
Female,MNG,MRT,0,0,0,0,0
Female,MNG,MUS,0,0,0,0,0
Female,MNG,MYT,0,0,0,0,0
Female,MNG,MEX,0,0,0,0,0
Female,MNG,FSM,0,0,0,0,0
Female,MNG,MDA,0,0,0,0,0
Female,MNG,MCO,0,0,0,0,0
Female,MNG,MNG,0,0,0,0,0
Female,MNG,MNE,NA,NA,NA,NA,NA
Female,MNG,MSR,0,0,0,0,0
Female,MNG,MAR,0,0,0,0,0
Female,MNG,MOZ,0,0,0,0,0
Female,MNG,MMR,0,0,0,0,0
Female,MNG,NAM,0,0,0,0,0
Female,MNG,NRU,0,0,0,0,0
Female,MNG,NPL,0,0,0,0,0
Female,MNG,NLD,0,0,0,0,0
Female,MNG,ANT,0,0,0,0,0
Female,MNG,NCL,0,0,0,0,0
Female,MNG,NZL,0,0,0,0,0
Female,MNG,NIC,0,0,0,0,0
Female,MNG,NER,0,0,0,0,0
Female,MNG,NGA,0,0,0,0,0
Female,MNG,NIU,0,0,0,0,0
Female,MNG,NFK,0,0,0,0,0
Female,MNG,MNP,0,0,0,0,0
Female,MNG,NOR,0,0,0,0,0
Female,MNG,OMN,0,0,0,0,0
Female,MNG,PAK,1,0,0,0,0
Female,MNG,PLW,0,0,0,0,0
Female,MNG,PAN,0,0,0,0,0
Female,MNG,PNG,0,0,0,0,0
Female,MNG,PRY,0,0,0,0,0
Female,MNG,PER,2,2,1,1,0
Female,MNG,PHL,39,29,23,20,16
Female,MNG,POL,0,0,0,0,0
Female,MNG,PRT,1,1,0,0,0
Female,MNG,PRI,0,0,0,0,0
Female,MNG,QAT,0,0,0,0,0
Female,MNG,zzz,NA,NA,NA,NA,NA
Female,MNG,REU,0,0,0,0,0
Female,MNG,ROM,0,0,0,0,0
Female,MNG,RUS,1933,1470,1151,975,779
Female,MNG,RWA,0,0,0,0,0
Female,MNG,SHN,0,0,0,0,0
Female,MNG,SPM,0,0,0,0,0
Female,MNG,WSM,0,0,0,0,0
Female,MNG,SMR,0,0,0,0,0
Female,MNG,STP,0,0,0,0,0
Female,MNG,SAU,0,0,0,0,0
Female,MNG,SEN,0,0,0,0,0
Female,MNG,SRB,NA,NA,NA,NA,NA
Female,MNG,SCG,3,2,1,1,0
Female,MNG,SYC,0,0,0,0,0
Female,MNG,SLE,0,0,0,0,0
Female,MNG,SGP,0,0,0,0,0
Female,MNG,SVK,0,0,0,0,0
Female,MNG,SVN,0,0,0,0,0
Female,MNG,SLB,0,0,0,0,0
Female,MNG,SOM,0,0,0,0,0
Female,MNG,ZAF,0,0,0,0,0
Female,MNG,ESP,0,0,0,0,0
Female,MNG,LKA,0,0,0,0,0
Female,MNG,KNA,0,0,0,0,0
Female,MNG,LCA,0,0,0,0,0
Female,MNG,VCT,0,0,0,0,0
Female,MNG,SDN,0,0,0,0,0
Female,MNG,SUR,0,0,0,0,0
Female,MNG,SWZ,0,0,0,0,0
Female,MNG,SWE,0,0,0,0,0
Female,MNG,CHE,0,0,0,0,0
Female,MNG,SYR,0,0,0,0,0
Female,MNG,TWN,0,0,0,0,0
Female,MNG,TJK,0,0,0,0,0
Female,MNG,TZA,0,0,0,0,0
Female,MNG,THA,11,8,6,5,4
Female,MNG,TLS,0,0,0,0,0
Female,MNG,TGO,0,0,0,0,0
Female,MNG,TKL,0,0,0,0,0
Female,MNG,TON,0,0,0,0,0
Female,MNG,TTO,0,0,0,0,0
Female,MNG,TUN,0,0,0,0,0
Female,MNG,TUR,64,48,37,32,25
Female,MNG,TKM,0,0,0,0,0
Female,MNG,TCA,0,0,0,0,0
Female,MNG,TUV,0,0,0,0,0
Female,MNG,UGA,0,0,0,0,0
Female,MNG,UKR,0,0,0,0,0
Female,MNG,ARE,0,0,0,0,0
Female,MNG,GBR,55,42,33,28,22
Female,MNG,USA,159,120,93,79,63
Female,MNG,URY,0,0,0,0,0
Female,MNG,UZB,0,0,0,0,0
Female,MNG,VUT,0,0,0,0,0
Female,MNG,VEN,0,0,0,0,0
Female,MNG,VNM,4,3,2,2,1
Female,MNG,VIR,0,0,0,0,0
Female,MNG,VGB,0,0,0,0,0
Female,MNG,WLF,0,0,0,0,0
Female,MNG,PSE,0,0,0,0,0
Female,MNG,YEM,0,0,0,0,0
Female,MNG,ZMB,0,0,0,0,0
Female,MNG,ZWE,0,0,0,0,0
Female,MNE,AFG,NA,NA,NA,NA,NA
Female,MNE,DZA,NA,NA,NA,NA,NA
Female,MNE,AUS,NA,NA,NA,NA,NA
Female,MNE,AUT,NA,NA,NA,NA,NA
Female,MNE,AZE,NA,NA,NA,NA,NA
Female,MNE,BLR,NA,NA,NA,NA,NA
Female,MNE,BLZ,NA,NA,NA,NA,NA
Female,MNE,BEN,NA,NA,NA,NA,NA
Female,MNE,ALB,NA,NA,NA,NA,NA
Female,MNE,ASM,NA,NA,NA,NA,NA
Female,MNE,AND,NA,NA,NA,NA,NA
Female,MNE,AGO,NA,NA,NA,NA,NA
Female,MNE,AIA,NA,NA,NA,NA,NA
Female,MNE,ATG,NA,NA,NA,NA,NA
Female,MNE,ARG,NA,NA,NA,NA,NA
Female,MNE,ARM,NA,NA,NA,NA,NA
Female,MNE,ABW,NA,NA,NA,NA,NA
Female,MNE,BHS,NA,NA,NA,NA,NA
Female,MNE,BHR,NA,NA,NA,NA,NA
Female,MNE,BGD,NA,NA,NA,NA,NA
Female,MNE,BRB,NA,NA,NA,NA,NA
Female,MNE,BEL,NA,NA,NA,NA,NA
Female,MNE,BMU,NA,NA,NA,NA,NA
Female,MNE,BTN,NA,NA,NA,NA,NA
Female,MNE,BOL,NA,NA,NA,NA,NA
Female,MNE,BIH,NA,NA,NA,NA,NA
Female,MNE,BWA,NA,NA,NA,NA,NA
Female,MNE,BRA,NA,NA,NA,NA,NA
Female,MNE,BRN,NA,NA,NA,NA,NA
Female,MNE,BGR,NA,NA,NA,NA,NA
Female,MNE,BFA,NA,NA,NA,NA,NA
Female,MNE,BDI,NA,NA,NA,NA,NA
Female,MNE,KHM,NA,NA,NA,NA,NA
Female,MNE,CMR,NA,NA,NA,NA,NA
Female,MNE,CAN,NA,NA,NA,NA,NA
Female,MNE,CPV,NA,NA,NA,NA,NA
Female,MNE,CYM,NA,NA,NA,NA,NA
Female,MNE,CAF,NA,NA,NA,NA,NA
Female,MNE,TCD,NA,NA,NA,NA,NA
Female,MNE,CHI,NA,NA,NA,NA,NA
Female,MNE,CHL,NA,NA,NA,NA,NA
Female,MNE,CHN,NA,NA,NA,NA,NA
Female,MNE,COL,NA,NA,NA,NA,NA
Female,MNE,COM,NA,NA,NA,NA,NA
Female,MNE,COD,NA,NA,NA,NA,NA
Female,MNE,COG,NA,NA,NA,NA,NA
Female,MNE,COK,NA,NA,NA,NA,NA
Female,MNE,CRI,NA,NA,NA,NA,NA
Female,MNE,CIV,NA,NA,NA,NA,NA
Female,MNE,HRV,NA,NA,NA,NA,NA
Female,MNE,CUB,NA,NA,NA,NA,NA
Female,MNE,CYP,NA,NA,NA,NA,NA
Female,MNE,CZE,NA,NA,NA,NA,NA
Female,MNE,DNK,NA,NA,NA,NA,NA
Female,MNE,DJI,NA,NA,NA,NA,NA
Female,MNE,DMA,NA,NA,NA,NA,NA
Female,MNE,DOM,NA,NA,NA,NA,NA
Female,MNE,ECU,NA,NA,NA,NA,NA
Female,MNE,EGY,NA,NA,NA,NA,NA
Female,MNE,SLV,NA,NA,NA,NA,NA
Female,MNE,GNQ,NA,NA,NA,NA,NA
Female,MNE,ERI,NA,NA,NA,NA,NA
Female,MNE,EST,NA,NA,NA,NA,NA
Female,MNE,ETH,NA,NA,NA,NA,NA
Female,MNE,FRO,NA,NA,NA,NA,NA
Female,MNE,FLK,NA,NA,NA,NA,NA
Female,MNE,FJI,NA,NA,NA,NA,NA
Female,MNE,FIN,NA,NA,NA,NA,NA
Female,MNE,FRA,NA,NA,NA,NA,NA
Female,MNE,GUF,NA,NA,NA,NA,NA
Female,MNE,PYF,NA,NA,NA,NA,NA
Female,MNE,GAB,NA,NA,NA,NA,NA
Female,MNE,GMB,NA,NA,NA,NA,NA
Female,MNE,GEO,NA,NA,NA,NA,NA
Female,MNE,DEU,NA,NA,NA,NA,NA
Female,MNE,GHA,NA,NA,NA,NA,NA
Female,MNE,GIB,NA,NA,NA,NA,NA
Female,MNE,GRC,NA,NA,NA,NA,NA
Female,MNE,GRL,NA,NA,NA,NA,NA
Female,MNE,GRD,NA,NA,NA,NA,NA
Female,MNE,GLP,NA,NA,NA,NA,NA
Female,MNE,GUM,NA,NA,NA,NA,NA
Female,MNE,GTM,NA,NA,NA,NA,NA
Female,MNE,GIN,NA,NA,NA,NA,NA
Female,MNE,GNB,NA,NA,NA,NA,NA
Female,MNE,GUY,NA,NA,NA,NA,NA
Female,MNE,HTI,NA,NA,NA,NA,NA
Female,MNE,HND,NA,NA,NA,NA,NA
Female,MNE,HKG,NA,NA,NA,NA,NA
Female,MNE,HUN,NA,NA,NA,NA,NA
Female,MNE,ISL,NA,NA,NA,NA,NA
